Name,Description,IP,FQDN,MAC,Non-Computing,STIGs,Labels,Metadata
Asset 1086,Asset1086 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1086
Label1086","{""key:6"":""value:6""}"
Asset 1087,Asset1087 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1087
Label1087","{""key:7"":""value:7""}"
Asset 1088,Asset1088 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1088
Label1088","{""key:8"":""value:8""}"
Asset 1089,Asset1089 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1089
Label1089","{""key:9"":""value:9""}"
Asset 1090,Asset1090 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1090
Label1090","{""key:0"":""value:0""}"
Asset 1091,Asset1091 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1091
Label1091","{""key:1"":""value:1""}"
Asset 1092,Asset1092 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1092
Label1092","{""key:2"":""value:2""}"
Asset 1093,Asset1093 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1093
Label1093","{""key:3"":""value:3""}"
Asset 1094,Asset1094 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1094
Label1094","{""key:4"":""value:4""}"
Asset 1095,Asset1095 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1095
Label1095","{""key:5"":""value:5""}"
Asset 1096,Asset1096 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1096
Label1096","{""key:6"":""value:6""}"
Asset 1097,Asset1097 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1097
Label1097","{""key:7"":""value:7""}"
Asset 1098,Asset1098 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1098
Label1098","{""key:8"":""value:8""}"
Asset 1099,Asset1099 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1099
Label1099","{""key:9"":""value:9""}"
Asset 1100,Asset1100 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1100
Label1100","{""key:0"":""value:0""}"
Asset 1101,Asset1101 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1101
Label1101","{""key:1"":""value:1""}"
Asset 1102,Asset1102 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1102
Label1102","{""key:2"":""value:2""}"
Asset 1103,Asset1103 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1103
Label1103","{""key:3"":""value:3""}"
Asset 1104,Asset1104 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1104
Label1104","{""key:4"":""value:4""}"
Asset 1105,Asset1105 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1105
Label1105","{""key:5"":""value:5""}"
Asset 1106,Asset1106 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1106
Label1106","{""key:6"":""value:6""}"
Asset 1107,Asset1107 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1107
Label1107","{""key:7"":""value:7""}"
Asset 1108,Asset1108 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1108
Label1108","{""key:8"":""value:8""}"
Asset 1109,Asset1109 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1109
Label1109","{""key:9"":""value:9""}"
Asset 1110,Asset1110 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1110
Label1110","{""key:0"":""value:0""}"
Asset 1111,Asset1111 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1111
Label1111","{""key:1"":""value:1""}"
Asset 1112,Asset1112 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1112
Label1112","{""key:2"":""value:2""}"
Asset 1113,Asset1113 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1113
Label1113","{""key:3"":""value:3""}"
Asset 1114,Asset1114 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1114
Label1114","{""key:4"":""value:4""}"
Asset 1115,Asset1115 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1115
Label1115","{""key:5"":""value:5""}"
Asset 1116,Asset1116 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1116
Label1116","{""key:6"":""value:6""}"
Asset 1117,Asset1117 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1117
Label1117","{""key:7"":""value:7""}"
Asset 1118,Asset1118 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1118
Label1118","{""key:8"":""value:8""}"
Asset 1119,Asset1119 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1119
Label1119","{""key:9"":""value:9""}"
Asset 1120,Asset1120 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1120
Label1120","{""key:0"":""value:0""}"
Asset 1121,Asset1121 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1121
Label1121","{""key:1"":""value:1""}"
Asset 1122,Asset1122 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1122
Label1122","{""key:2"":""value:2""}"
Asset 1123,Asset1123 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1123
Label1123","{""key:3"":""value:3""}"
Asset 1124,Asset1124 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1124
Label1124","{""key:4"":""value:4""}"
Asset 1125,Asset1125 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1125
Label1125","{""key:5"":""value:5""}"
Asset 1126,Asset1126 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1126
Label1126","{""key:6"":""value:6""}"
Asset 1127,Asset1127 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1127
Label1127","{""key:7"":""value:7""}"
Asset 1128,Asset1128 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1128
Label1128","{""key:8"":""value:8""}"
Asset 1129,Asset1129 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1129
Label1129","{""key:9"":""value:9""}"
Asset 1130,Asset1130 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1130
Label1130","{""key:0"":""value:0""}"
Asset 1131,Asset1131 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1131
Label1131","{""key:1"":""value:1""}"
Asset 1132,Asset1132 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1132
Label1132","{""key:2"":""value:2""}"
Asset 1133,Asset1133 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1133
Label1133","{""key:3"":""value:3""}"
Asset 1134,Asset1134 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1134
Label1134","{""key:4"":""value:4""}"
Asset 1135,Asset1135 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1135
Label1135","{""key:5"":""value:5""}"
Asset 1136,Asset1136 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1136
Label1136","{""key:6"":""value:6""}"
Asset 1137,Asset1137 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1137
Label1137","{""key:7"":""value:7""}"
Asset 1138,Asset1138 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1138
Label1138","{""key:8"":""value:8""}"
Asset 1139,Asset1139 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1139
Label1139","{""key:9"":""value:9""}"
Asset 1140,Asset1140 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1140
Label1140","{""key:0"":""value:0""}"
Asset 1141,Asset1141 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1141
Label1141","{""key:1"":""value:1""}"
Asset 1142,Asset1142 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1142
Label1142","{""key:2"":""value:2""}"
Asset 1143,Asset1143 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1143
Label1143","{""key:3"":""value:3""}"
Asset 1144,Asset1144 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1144
Label1144","{""key:4"":""value:4""}"
Asset 1145,Asset1145 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1145
Label1145","{""key:5"":""value:5""}"
Asset 1146,Asset1146 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1146
Label1146","{""key:6"":""value:6""}"
Asset 1147,Asset1147 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1147
Label1147","{""key:7"":""value:7""}"
Asset 1148,Asset1148 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1148
Label1148","{""key:8"":""value:8""}"
Asset 1149,Asset1149 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1149
Label1149","{""key:9"":""value:9""}"
Asset 1150,Asset1150 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1150
Label1150","{""key:0"":""value:0""}"
Asset 1151,Asset1151 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1151
Label1151","{""key:1"":""value:1""}"
Asset 1152,Asset1152 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1152
Label1152","{""key:2"":""value:2""}"
Asset 1153,Asset1153 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1153
Label1153","{""key:3"":""value:3""}"
Asset 1154,Asset1154 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1154
Label1154","{""key:4"":""value:4""}"
Asset 1155,Asset1155 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1155
Label1155","{""key:5"":""value:5""}"
Asset 1156,Asset1156 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1156
Label1156","{""key:6"":""value:6""}"
Asset 1157,Asset1157 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1157
Label1157","{""key:7"":""value:7""}"
Asset 1158,Asset1158 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1158
Label1158","{""key:8"":""value:8""}"
Asset 1159,Asset1159 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1159
Label1159","{""key:9"":""value:9""}"
Asset 1160,Asset1160 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1160
Label1160","{""key:0"":""value:0""}"
Asset 1161,Asset1161 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1161
Label1161","{""key:1"":""value:1""}"
Asset 1162,Asset1162 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1162
Label1162","{""key:2"":""value:2""}"
Asset 1163,Asset1163 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1163
Label1163","{""key:3"":""value:3""}"
Asset 1164,Asset1164 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1164
Label1164","{""key:4"":""value:4""}"
Asset 1165,Asset1165 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1165
Label1165","{""key:5"":""value:5""}"
Asset 1166,Asset1166 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1166
Label1166","{""key:6"":""value:6""}"
Asset 1167,Asset1167 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1167
Label1167","{""key:7"":""value:7""}"
Asset 1168,Asset1168 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1168
Label1168","{""key:8"":""value:8""}"
Asset 1169,Asset1169 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1169
Label1169","{""key:9"":""value:9""}"
Asset 1170,Asset1170 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1170
Label1170","{""key:0"":""value:0""}"
Asset 1171,Asset1171 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1171
Label1171","{""key:1"":""value:1""}"
Asset 1172,Asset1172 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1172
Label1172","{""key:2"":""value:2""}"
Asset 1173,Asset1173 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1173
Label1173","{""key:3"":""value:3""}"
Asset 1174,Asset1174 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1174
Label1174","{""key:4"":""value:4""}"
Asset 1175,Asset1175 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1175
Label1175","{""key:5"":""value:5""}"
Asset 1176,Asset1176 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1176
Label1176","{""key:6"":""value:6""}"
Asset 1177,Asset1177 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1177
Label1177","{""key:7"":""value:7""}"
Asset 1178,Asset1178 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1178
Label1178","{""key:8"":""value:8""}"
Asset 1179,Asset1179 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1179
Label1179","{""key:9"":""value:9""}"
Asset 1180,Asset1180 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1180
Label1180","{""key:0"":""value:0""}"
Asset 1181,Asset1181 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1181
Label1181","{""key:1"":""value:1""}"
Asset 1182,Asset1182 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1182
Label1182","{""key:2"":""value:2""}"
Asset 1183,Asset1183 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1183
Label1183","{""key:3"":""value:3""}"
Asset 1184,Asset1184 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1184
Label1184","{""key:4"":""value:4""}"
Asset 1185,Asset1185 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1185
Label1185","{""key:5"":""value:5""}"
Asset 1186,Asset1186 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1186
Label1186","{""key:6"":""value:6""}"
Asset 1187,Asset1187 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1187
Label1187","{""key:7"":""value:7""}"
Asset 1188,Asset1188 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1188
Label1188","{""key:8"":""value:8""}"
Asset 1189,Asset1189 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1189
Label1189","{""key:9"":""value:9""}"
Asset 1190,Asset1190 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1190
Label1190","{""key:0"":""value:0""}"
Asset 1191,Asset1191 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1191
Label1191","{""key:1"":""value:1""}"
Asset 1192,Asset1192 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1192
Label1192","{""key:2"":""value:2""}"
Asset 1193,Asset1193 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1193
Label1193","{""key:3"":""value:3""}"
Asset 1194,Asset1194 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1194
Label1194","{""key:4"":""value:4""}"
Asset 1195,Asset1195 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1195
Label1195","{""key:5"":""value:5""}"
Asset 1196,Asset1196 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1196
Label1196","{""key:6"":""value:6""}"
Asset 1197,Asset1197 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1197
Label1197","{""key:7"":""value:7""}"
Asset 1198,Asset1198 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1198
Label1198","{""key:8"":""value:8""}"
Asset 1199,Asset1199 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1199
Label1199","{""key:9"":""value:9""}"
Asset 1200,Asset1200 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1200
Label1200","{""key:0"":""value:0""}"
Asset 1201,Asset1201 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1201
Label1201","{""key:1"":""value:1""}"
Asset 1202,Asset1202 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1202
Label1202","{""key:2"":""value:2""}"
Asset 1203,Asset1203 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1203
Label1203","{""key:3"":""value:3""}"
Asset 1204,Asset1204 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1204
Label1204","{""key:4"":""value:4""}"
Asset 1205,Asset1205 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1205
Label1205","{""key:5"":""value:5""}"
Asset 1206,Asset1206 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1206
Label1206","{""key:6"":""value:6""}"
Asset 1207,Asset1207 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1207
Label1207","{""key:7"":""value:7""}"
Asset 1208,Asset1208 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1208
Label1208","{""key:8"":""value:8""}"
Asset 1209,Asset1209 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1209
Label1209","{""key:9"":""value:9""}"
Asset 1210,Asset1210 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1210
Label1210","{""key:0"":""value:0""}"
Asset 1211,Asset1211 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1211
Label1211","{""key:1"":""value:1""}"
Asset 1212,Asset1212 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1212
Label1212","{""key:2"":""value:2""}"
Asset 1213,Asset1213 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1213
Label1213","{""key:3"":""value:3""}"
Asset 1214,Asset1214 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1214
Label1214","{""key:4"":""value:4""}"
Asset 1215,Asset1215 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1215
Label1215","{""key:5"":""value:5""}"
Asset 1216,Asset1216 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1216
Label1216","{""key:6"":""value:6""}"
Asset 1217,Asset1217 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1217
Label1217","{""key:7"":""value:7""}"
Asset 1218,Asset1218 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1218
Label1218","{""key:8"":""value:8""}"
Asset 1219,Asset1219 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1219
Label1219","{""key:9"":""value:9""}"
Asset 1220,Asset1220 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1220
Label1220","{""key:0"":""value:0""}"
Asset 1221,Asset1221 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1221
Label1221","{""key:1"":""value:1""}"
Asset 1222,Asset1222 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1222
Label1222","{""key:2"":""value:2""}"
Asset 1223,Asset1223 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1223
Label1223","{""key:3"":""value:3""}"
Asset 1224,Asset1224 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1224
Label1224","{""key:4"":""value:4""}"
Asset 1225,Asset1225 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1225
Label1225","{""key:5"":""value:5""}"
Asset 1226,Asset1226 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1226
Label1226","{""key:6"":""value:6""}"
Asset 1227,Asset1227 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1227
Label1227","{""key:7"":""value:7""}"
Asset 1228,Asset1228 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1228
Label1228","{""key:8"":""value:8""}"
